archetype,metaRating,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique
half_winger,84.51907928844896,191,82,4,5,89,89,82,80,97,95,76,67,97,87,70,98,98,95,85,85,96,93,91,97,95,92,99,98,92,90,98,90,92,0,0,1,0,0,0,1,2,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
winger,93.38087115205613,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
inside_forward,93.83382869337925,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_playmaker,90.80462831517134,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_midfielder,90.35142885206983,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
advanced_forward,92.41169989742495,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
poacher,88.2091114105292,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
false_nine,91.1806072275928,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
target_forward,72.85993816554873,176,73,5,4,99,99,95,95,88,90,80,77,93,90,70,92,88,88,98,95,95,98,98,95,34,66,42,33,24,84,95,74,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
advanced_forward,92.98538810029744,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
poacher,92.66131446743036,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
false_nine,92.17804108091674,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
target_forward,80.12601247505818,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
winger,90.14581378177323,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
inside_forward,89.90673196483296,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
wide_playmaker,88.51982030399348,164,58,4,5,97,98,96,97,95,91,91,86,82,81,80,97,83,82,93,92,97,99,99,90,52,90,48,50,47,96,97,95,80,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
playmaker,92.28040507288297,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,93.03137165005462,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,86.96238477721107,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,91.38818089461307,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,91.25618008779145,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,86.94129619570195,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,88.5993883788616,186,75,4,5,91,90,97,98,95,95,85,85,97,80,75,97,97,85,92,92,98,97,98,97,90,85,86,86,86,93,98,86,94,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,87.98303232846632,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,81.91786541119868,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,86.74358651075471,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,92.11498034947854,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,85.53514011037849,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,90.82792346257723,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,90.24822532808582,173,69,5,5,87,88,95,96,92,94,95,95,96,94,95,96,96,95,95,94,96,98,96,98,86,82,67,90,70,91,91,87,75,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,91.92774466872093,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
holding,82.96909004458908,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
deep_lying_playmaker,88.93097464908794,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
playmaker,92.73923689715957,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
half_winger,87.58897652074968,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
shadow_striker,90.71587167950325,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
classic_ten,91.4666098074199,162,53,4,5,91,90,97,97,87,95,75,75,98,85,86,99,99,86,99,92,97,97,98,91,95,61,86,89,76,84,92,84,72,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
defender,94.35654480251095,193,92,3,3,83,91,52,58,90,71,50,69,80,60,78,88,95,70,70,70,93,82,75,95,95,94,97,98,95,96,85,99,97,0,0,0,0,1,0,0,1,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
stopper,91.32511181738786,193,92,3,3,83,91,52,58,90,71,50,69,80,60,78,88,95,70,70,70,93,82,75,95,95,94,97,98,95,96,85,99,97,0,0,0,0,1,0,0,1,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ball_playing_defender,89.95953516226965,193,92,3,3,83,91,52,58,90,71,50,69,80,60,78,88,95,70,70,70,93,82,75,95,95,94,97,98,95,96,85,99,97,0,0,0,0,1,0,0,1,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
playmaker,89.47756265598059,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
shadow_striker,91.78371589847009,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
half_winger,84.7009896094206,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
classic_ten,91.98077549959179,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
advanced_forward,87.95151066262417,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
poacher,85.69210529811608,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
false_nine,89.6316589159791,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
target_forward,73.19923062382509,180,71,5,5,94,92,96,96,88,93,96,90,96,88,86,95,90,95,94,86,96,97,96,95,46,67,45,37,41,70,85,76,74,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
playmaker,90.26878438571438,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shadow_striker,93.28046968546703,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,86.16621951884485,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
classic_ten,90.91352891440239,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
advanced_forward,90.14712232092445,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
poacher,87.67295968638452,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
false_nine,93.03760155763446,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
target_forward,77.02072303658956,173,70,5,4,94,94,96,97,94,93,95,92,96,90,88,95,87,88,93,92,97,96,95,97,67,95,56,52,50,88,87,80,70,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
playmaker,89.80705408383487,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shadow_striker,92.71698621165527,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,85.92036363951681,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
classic_ten,91.88990285345037,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
advanced_forward,87.68066692409285,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
poacher,86.50073714061669,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
false_nine,89.60880609714887,165,70,5,5,94,90,93,95,87,92,88,94,96,90,94,91,90,96,91,96,94,97,98,96,46,70,30,42,40,84,81,80,80,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
